# Synthesized Time Series | Mean = 155.31; Std = 223.70
Index,Value
2134,0.00
2135,0.00
2136,0.00
2137,0.00
2138,0.00
2139,0.00
2140,0.00
2141,0.00
2142,0.00
2143,16.89
2144,93.56
2145,136.68
2146,222.28
2147,264.18
2148,219.37
2149,269.41
2150,312.83
2151,315.24
2152,346.51
2153,272.27
2154,140.65
2155,26.07
2156,0.00
2157,0.00
2158,0.00
2159,0.00
2160,0.00
2161,0.00
2162,0.00
2163,0.00
2164,0.00
2165,0.00
2166,0.00
2167,34.59
2168,172.06
2169,335.60
2170,556.30
2171,668.58
2172,681.41
2173,703.82
2174,650.60
2175,596.81
2176,462.29
2177,330.10
2178,201.44
2179,39.30
2180,0.00
2181,0.00
2182,0.00
2183,0.00
2184,0.00
2185,0.00
2186,0.00
2187,0.00
2188,0.00
2189,0.00
2190,0.00
2191,44.26
2192,197.78
2193,352.97
2194,525.50
2195,656.85
2196,725.76
2197,813.42
2198,656.58
2199,631.28
2200,527.87
2201,412.97
2202,232.96
2203,50.21
2204,0.00
2205,0.00
2206,0.00
2207,0.00
2208,0.00
2209,0.00
2210,0.00
2211,0.00
2212,0.00
2213,0.00
2214,0.00
2215,38.04
2216,216.20
2217,370.18
2218,494.04
2219,580.77
2220,636.44
2221,539.72
2222,539.26
2223,495.20
2224,208.90
2225,218.26
2226,94.29
2227,5.95
2228,0.00
2229,0.00
2230,0.00
2231,0.00
2232,0.00
2233,0.00
2234,0.00
2235,0.00
2236,0.00
2237,0.00
2238,0.00
2239,7.04
2240,24.07
2241,45.09
2242,137.40
2243,240.27
2244,328.24
2245,323.96
2246,273.07
2247,312.64
2248,137.13
2249,178.86
2250,89.20
2251,17.92
2252,0.00
2253,0.00
2254,0.00
2255,0.00
2256,0.00
2257,0.00
2258,0.00
2259,0.00
2260,0.00
2261,0.00
2262,0.00
2263,29.79
2264,90.31
2265,201.03
2266,219.92
2267,256.98
2268,310.25
2269,346.27
2270,250.49
2271,361.65
2272,300.26
2273,212.19
2274,138.05
2275,40.43
2276,0.00
2277,0.00
2278,0.00
2279,0.00
2280,0.00
2281,0.00
2282,0.00
2283,0.00
2284,0.00
2285,0.00
2286,0.00
2287,9.36
2288,39.03
2289,63.38
2290,61.47
2291,91.46
2292,124.84
2293,214.58
2294,255.44
2295,208.57
2296,196.45
2297,116.69
2298,66.26
2299,20.23
2300,0.00
2301,0.00
2302,0.00
2303,0.00
2304,0.00
2305,0.00
2306,0.00
2307,0.00
2308,0.00
2309,0.00
2310,0.00
2311,36.01
2312,93.13
2313,155.86
2314,282.78
2315,469.99
2316,477.96
2317,392.04
2318,386.78
2319,384.61
2320,294.76
2321,214.36
2322,168.97
2323,47.89
2324,0.00
2325,0.00
2326,0.00
2327,0.00
2328,0.00
2329,0.00
2330,0.00
2331,0.00
2332,0.00
2333,0.00
2334,0.00
2335,27.41
2336,95.30
2337,164.96
2338,231.86
2339,434.01
2340,474.30
2341,490.03
2342,473.83
2343,523.75
2344,483.49
2345,390.49
2346,220.32
2347,65.54
2348,0.00
2349,0.00
2350,0.00
2351,0.00
2352,0.00
2353,0.00
2354,0.00
2355,0.00
2356,0.00
2357,0.00
2358,0.00
2359,62.18
2360,210.16
2361,351.53
2362,496.76
2363,579.66
2364,646.13
2365,693.22
2366,606.28
2367,443.82
2368,288.51
2369,261.24
2370,134.02
2371,45.39
2372,0.00
2373,0.00
2374,0.00
2375,0.00
2376,0.00
2377,0.00
2378,0.00
2379,0.00
2380,0.00
2381,0.00
2382,0.00
2383,77.38
2384,260.52
2385,407.23
2386,578.30
2387,714.12
2388,744.57
2389,712.76
2390,748.57
2391,681.88
2392,610.50
2393,389.73
2394,191.57
2395,69.07
2396,0.00
2397,0.00
2398,0.00
2399,0.00
2400,0.00
2401,0.00
2402,0.00
2403,0.00
2404,0.00
2405,0.00
2406,0.00
2407,92.15
2408,272.44
2409,429.84
2410,576.92
2411,607.31
2412,544.18
2413,544.43
2414,572.12
2415,586.11
2416,514.23
2417,392.99
2418,241.48
2419,61.88
2420,0.00
2421,0.00
2422,0.00
2423,0.00
2424,0.00
2425,0.00
2426,0.00
2427,0.00
2428,0.00
2429,0.00
2430,0.00
2431,54.11
2432,137.92
2433,228.33
2434,253.31
2435,378.87
2436,458.77
2437,522.51
2438,515.44
2439,527.76
2440,387.18
2441,303.10
2442,157.97
2443,58.07
2444,0.00
2445,0.00
2446,0.00
2447,0.00
2448,0.00
2449,0.00
2450,0.00
2451,0.00
2452,0.00
2453,0.00
2454,0.00
2455,60.78
2456,145.92
2457,232.57
2458,321.69
2459,415.65
2460,336.08
2461,252.84
2462,321.93
2463,261.79
2464,241.62
2465,162.07
2466,90.89
2467,31.25
2468,0.00
2469,0.00
2470,0.00
2471,0.00
2472,0.00
2473,0.00
2474,0.00
2475,0.00
2476,0.00
2477,0.00
2478,0.00
2479,17.36
2480,63.12
2481,66.11
2482,72.90
2483,139.81
2484,321.08
2485,356.40
2486,366.41
2487,310.44
2488,292.54
2489,242.22
2490,160.33
2491,56.75
2492,0.00
2493,0.00
2494,0.00
2495,0.00
2496,0.00
2497,0.00
2498,0.00
2499,0.00
2500,0.00
2501,0.00
2502,0.00
2503,90.38
2504,224.05
2505,320.08
2506,431.78
2507,497.16
2508,492.79
2509,540.04
2510,496.65
2511,417.90
2512,377.29
2513,262.72
2514,88.01
2515,27.42
2516,0.00
2517,0.00
2518,0.00
2519,0.00
2520,0.00
2521,0.00
2522,0.00
2523,0.00
2524,0.00
2525,0.00
2526,0.00
2527,43.07
2528,116.62
2529,149.88
2530,283.52
2531,399.76
2532,396.01
2533,424.11
2534,430.96
2535,367.55
2536,359.31
2537,251.93
2538,162.39
2539,56.92
2540,0.00
2541,0.00
2542,0.00
2543,0.00
2544,0.00
2545,0.00
2546,0.00
2547,0.00
2548,0.00
2549,0.00
2550,0.00
2551,112.75
2552,270.46
2553,395.15
2554,517.03
2555,640.89
2556,641.55
2557,676.84
2558,726.32
2559,663.36
2560,543.81
2561,430.88
2562,248.70
2563,97.65
2564,0.00
2565,0.00
2566,0.00
2567,0.00
2568,0.00
2569,0.00
2570,0.00
2571,0.00
2572,0.00
2573,0.00
2574,0.00
2575,95.87
2576,306.41
2577,449.85
2578,607.09
2579,699.05
2580,783.92
2581,858.99
2582,826.73
2583,746.79
2584,654.07
2585,484.08
2586,303.21
2587,125.27
2588,0.00
2589,0.00
2590,0.00
2591,0.00
2592,0.00
2593,0.00
2594,0.00
2595,0.00
2596,0.00
2597,0.00
2598,0.00
2599,106.96
2600,265.56
2601,456.02
2602,580.13
2603,665.44
2604,668.50
2605,737.28
2606,761.73
2607,645.54
2608,479.35
2609,384.10
2610,238.98
2611,104.35
2612,0.00
2613,0.00
2614,0.00
2615,0.00
2616,0.00
2617,0.00
2618,0.00
2619,0.00
2620,0.00
2621,0.00
2622,0.00
2623,83.08
2624,216.16
2625,367.78
2626,462.54
2627,661.04
2628,666.02
2629,728.02
2630,633.67
2631,589.24
2632,482.74
2633,377.19
2634,218.55
2635,136.87
2636,0.00
2637,0.00
2638,0.00
2639,0.00
2640,0.00
2641,0.00
2642,0.00
2643,0.00
2644,0.00
2645,0.00
2646,0.00
2647,131.51
2648,311.23
2649,406.94
2650,578.16
2651,687.24
2652,736.00
2653,773.20
2654,715.32
2655,671.15
2656,568.23
2657,461.90
2658,302.69
2659,130.41
2660,0.00
2661,0.00
2662,0.00
2663,0.00
2664,0.00
2665,0.00
2666,0.00
2667,0.00
2668,0.00
2669,0.00
2670,0.00
2671,139.55
2672,316.51
2673,473.20
2674,643.20
2675,711.50
2676,821.86
2677,826.39
2678,522.45
2679,592.43
2680,518.60
2681,434.91
2682,289.33
2683,151.12
2684,0.00
2685,0.00
2686,0.00
2687,0.00
2688,0.00
2689,0.00
2690,0.00
2691,0.00
2692,0.00
2693,0.00
2694,0.00
2695,131.76
2696,270.06
2697,411.42
2698,524.26
2699,621.17
2700,655.12
2701,853.57
2702,821.55
2703,712.55
2704,678.03
2705,497.15
2706,325.04
2707,146.61
2708,0.00
2709,0.00
2710,0.00
2711,0.00
2712,0.00
2713,0.00
2714,0.00
2715,0.00
2716,0.00
2717,0.00
2718,0.00
2719,84.33
2720,176.11
2721,210.71
2722,302.76
2723,366.24
2724,399.66
2725,409.11
2726,404.60
2727,389.31
2728,299.36
2729,218.62
2730,183.61
2731,77.71
2732,0.00
2733,0.00
2734,0.00
2735,0.00
2736,0.00
2737,0.00
2738,0.00
2739,0.00
2740,0.00
2741,0.00
2742,0.00
2743,137.54
2744,312.47
2745,440.18
2746,535.47
2747,570.33
2748,377.59
2749,409.02
2750,428.49
2751,419.19
2752,355.55
2753,257.53
2754,126.75
2755,83.10
2756,0.00
2757,0.00
2758,0.00
2759,0.00
2760,0.00
2761,0.00
2762,0.00
2763,0.00
2764,0.00
2765,0.00
2766,0.00
2767,160.80
2768,334.59
2769,528.21
2770,679.16
2771,738.25
2772,741.73
2773,856.79
2774,829.53
2775,807.34
2776,675.64
2777,516.58
2778,338.81
2779,133.14
2780,0.00
2781,0.00
2782,0.00
2783,0.00
2784,0.00
2785,0.00
2786,0.00
2787,0.00
2788,0.00
2789,0.00
2790,0.00
2791,161.32
2792,343.73
2793,453.74
2794,572.99
2795,634.33
2796,729.71
2797,808.33
2798,761.88
2799,690.58
2800,595.15
2801,474.17
2802,302.47
2803,159.83
2804,0.00
2805,0.00
2806,0.00
2807,0.00
2808,0.00
2809,0.00
2810,0.00
2811,0.00
2812,0.00
2813,0.00
2814,0.00
2815,147.73
2816,371.78
2817,525.97
2818,649.31
2819,734.28
2820,790.69
2821,717.20
2822,611.68
2823,553.93
2824,475.28
2825,346.39
2826,195.02
2827,98.98
2828,0.00
2829,0.00
2830,0.00
2831,0.00
2832,0.00
2833,0.00
2834,0.00
2835,0.00
2836,0.00
2837,0.00
2838,0.00
2839,49.16
2840,58.17
2841,139.67
2842,225.65
2843,220.73
2844,204.86
2845,154.43
2846,162.19
2847,253.31
2848,233.31
2849,204.05
2850,164.29
2851,78.78
2852,0.00
2853,0.00
2854,0.00
2855,0.00
2856,0.00
2857,0.00
2858,0.00
2859,0.00
2860,0.00
2861,0.00
2862,0.00
2863,131.96
2864,272.78
2865,429.48
2866,532.26
2867,435.21
2868,396.78
2869,452.51
2870,481.55
2871,400.98
2872,244.88
2873,128.50
2874,81.57
2875,40.42
2876,0.00
2877,0.00
2878,0.00
2879,0.00
2880,0.00
2881,0.00
2882,0.00
2883,0.00
2884,0.00
2885,0.00
2886,0.13
2887,26.02
2888,56.06
2889,56.40
2890,135.40
2891,154.65
2892,213.93
2893,201.61
2894,296.46
2895,289.77
2896,242.81
2897,188.16
2898,222.35
2899,123.18
2900,0.63
2901,0.00
2902,0.00
2903,0.00
2904,0.00
2905,0.00
2906,0.00
2907,0.00
2908,0.00
2909,0.00
2910,4.87
2911,164.52
2912,327.48
2913,435.97
2914,551.22
2915,681.41
2916,736.81
2917,812.86
2918,858.91
2919,832.64
2920,682.42
2921,518.33
2922,353.47
2923,187.90
2924,5.33
2925,0.00
2926,0.00
2927,0.00
2928,0.00
2929,0.00
2930,0.00
2931,0.00
2932,0.00
2933,0.00
2934,6.99
2935,148.65
2936,273.56
2937,70.82
2938,129.13
2939,144.65
2940,189.40
2941,107.38
2942,81.96
2943,183.03
2944,181.83
2945,181.62
2946,113.41
2947,38.91
2948,1.90
2949,0.00
2950,0.00
2951,0.00
2952,0.00
2953,0.00
2954,0.00
2955,0.00
2956,0.00
2957,0.00
2958,6.19
2959,85.14
2960,150.00
2961,213.86
2962,165.10
2963,333.64
2964,429.13
2965,397.70
2966,361.81
2967,394.11
2968,312.24
2969,258.49
2970,134.89
2971,77.21
2972,4.56
2973,0.00
2974,0.00
2975,0.00
2976,0.00
2977,0.00
2978,0.00
2979,0.00
2980,0.00
2981,0.00
2982,2.80
2983,32.91
2984,220.15
2985,312.99
2986,401.00
2987,449.89
2988,524.64
2989,520.44
2990,518.99
2991,280.50
2992,327.01
2993,206.97
2994,190.94
2995,141.01
2996,11.61
2997,0.00
2998,0.00
2999,0.00
3000,0.00
3001,0.00
3002,0.00
3003,0.00
3004,0.00
3005,0.00
3006,17.09
3007,160.25
3008,238.10
3009,270.18
3010,476.81
3011,726.84
3012,733.01
3013,749.99
3014,604.09
3015,731.45
3016,677.70
3017,524.86
3018,331.14
3019,188.30
3020,19.36
3021,0.00
3022,0.00
3023,0.00
3024,0.00
3025,0.00
3026,0.00
3027,0.00
3028,0.00
3029,0.00
3030,22.31
3031,187.78
3032,309.50
3033,335.86
3034,405.81
3035,488.65
3036,485.04
3037,519.07
3038,571.66
3039,591.65
3040,571.21
3041,405.66
3042,274.10
3043,103.06
3044,15.69
3045,0.00
3046,0.00
3047,0.00
3048,0.00
3049,0.00
3050,0.00
3051,0.00
3052,0.00
3053,0.00
3054,14.08
3055,111.78
3056,208.98
3057,397.51
3058,563.82
3059,696.27
3060,740.65
3061,766.65
3062,652.55
3063,657.63
3064,601.61
3065,538.35
3066,373.68
3067,195.43
3068,28.31
3069,0.00
3070,0.00
3071,0.00
3072,0.00
3073,0.00
3074,0.00
3075,0.00
3076,0.00
3077,0.00
3078,28.85
3079,181.76
3080,323.16
3081,504.80
3082,614.68
3083,722.12
3084,792.27
3085,822.46
3086,653.23
3087,525.86
3088,590.69
3089,523.05
3090,385.14
3091,210.67
3092,28.02
3093,0.00
3094,0.00
3095,0.00
3096,0.00
3097,0.00
3098,0.00
3099,0.00
3100,0.00
3101,0.00
3102,22.00
3103,147.88
3104,279.80
3105,289.73
3106,242.09
3107,285.27
3108,324.92
3109,398.75
3110,397.66
3111,523.89
3112,390.96
3113,245.08
3114,181.49
3115,95.16
3116,22.13
3117,0.00
3118,0.00
3119,0.00
3120,0.00
3121,0.00
3122,0.00
3123,0.00
3124,0.00
3125,0.00
3126,28.12
3127,171.05
3128,349.03
3129,467.60
3130,653.36
3131,727.11
3132,680.02
3133,723.74
3134,666.06
3135,624.58
3136,693.42
3137,541.46
3138,393.86
3139,205.16
3140,38.54
3141,0.00
3142,0.00
3143,0.00
3144,0.00
3145,0.00
3146,0.00
3147,0.00
3148,0.00
3149,0.00
3150,28.75
3151,125.93
3152,250.81
3153,411.98
3154,363.54
3155,393.07
3156,464.60
3157,491.11
3158,465.75
3159,424.79
3160,427.32
3161,316.21
3162,221.93
3163,121.28
3164,22.78
3165,0.00
3166,0.00
3167,0.00
3168,0.00
3169,0.00
3170,0.00
3171,0.00
3172,0.00
3173,0.00
3174,28.68
3175,153.37
3176,288.37
3177,393.46
3178,443.85
3179,503.84
3180,571.04
3181,816.00
3182,787.64
3183,752.72
3184,716.29
3185,506.42
3186,373.68
3187,172.56
3188,37.22
3189,0.00
3190,0.00
3191,0.00
3192,0.00
3193,0.00
3194,0.00
3195,0.00
3196,0.00
3197,0.00
3198,8.05
3199,47.24
3200,63.49
3201,55.41
3202,66.95
3203,260.91
3204,220.78
3205,168.30
3206,147.73
3207,161.02
3208,165.69
3209,137.21
3210,112.30
3211,54.60
3212,8.15
3213,0.00
3214,0.00
3215,0.00
3216,0.00
3217,0.00
3218,0.00
3219,0.00
3220,0.00
3221,0.00
3222,22.13
3223,104.84
3224,197.30
3225,243.87
3226,389.02
3227,445.28
3228,486.05
3229,433.75
3230,700.24
3231,641.46
3232,637.64
3233,462.39
3234,329.67
3235,208.54
3236,47.01
3237,0.00
3238,0.00
3239,0.00
3240,0.00
3241,0.00
3242,0.00
3243,0.00
3244,0.00
3245,0.00
3246,50.38
3247,244.46
3248,402.57
3249,561.05
3250,721.88
3251,795.16
3252,869.43
3253,889.87
3254,813.88
3255,736.07
3256,637.17
3257,515.90
3258,361.52
3259,191.48
3260,46.59
3261,0.00
3262,0.00
3263,0.00
3264,0.00
3265,0.00
3266,0.00
3267,0.00
3268,0.00
3269,0.00
3270,44.89
3271,192.58
3272,316.50
3273,454.71
3274,549.92
3275,626.58
3276,809.82
3277,635.54
3278,746.20
3279,779.37
3280,716.79
3281,548.76
3282,410.80
3283,210.96
3284,54.66
3285,0.00
3286,0.00
3287,0.00
3288,0.00
3289,0.00
3290,0.00
3291,0.00
3292,0.00
3293,0.00
3294,44.63
3295,186.12
3296,340.18
3297,578.27
3298,693.60
3299,863.58
3300,872.63
3301,900.79
3302,913.91
3303,728.84
3304,670.70
3305,514.68
3306,253.58
3307,118.58
3308,31.54
3309,0.00
3310,0.00
3311,0.00
3312,0.00
3313,0.00
3314,0.00
3315,0.00
3316,0.00
3317,0.00
3318,6.80
3319,32.08
3320,56.93
3321,65.70
3322,102.90
3323,183.94
3324,88.48
3325,187.09
3326,152.41
3327,163.01
3328,326.82
3329,444.37
3330,309.58
3331,150.48
3332,41.23
3333,0.00
3334,0.00
3335,0.00
3336,0.00
3337,0.00
3338,0.00
3339,0.00
3340,0.00
3341,0.00
3342,32.13
3343,111.72
3344,198.89
3345,338.35
3346,398.38
3347,494.10
3348,596.78
3349,634.10
3350,834.68
3351,698.16
3352,505.09
3353,378.56
3354,227.42
3355,133.13
3356,36.54
3357,0.00
3358,0.00
3359,0.00
3360,0.00
3361,0.00
3362,0.00
3363,0.00
3364,0.00
3365,0.00
3366,61.50
3367,170.98
3368,316.04
3369,477.08
3370,519.30
3371,529.08
3372,545.32
3373,440.38
3374,406.81
3375,482.82
3376,593.96
3377,458.66
3378,327.94
3379,174.80
3380,51.22
3381,0.00
3382,0.00
3383,0.00
3384,0.00
3385,0.00
3386,0.00
3387,0.00
3388,0.00
3389,0.00
3390,75.14
3391,247.92
3392,387.27
3393,549.11
3394,690.49
3395,804.42
3396,816.37
3397,922.84
3398,858.85
3399,839.83
3400,609.21
3401,544.81
3402,333.75
3403,198.38
3404,55.27
3405,0.00
3406,0.00
3407,0.00
3408,0.00
3409,0.00
3410,0.00
3411,0.00
3412,0.00
3413,0.00
3414,38.67
3415,122.70
3416,299.42
3417,411.32
3418,437.21
3419,517.83
3420,645.76
3421,611.36
3422,825.61
3423,770.69
3424,639.31
3425,623.73
3426,374.12
3427,242.39
3428,72.35
3429,0.00
3430,0.00
3431,0.00
3432,0.00
3433,0.00
3434,0.00
3435,0.00
3436,0.00
3437,0.00
3438,83.31
3439,260.34
3440,344.17
3441,361.12
3442,374.84
3443,394.82
3444,426.95
3445,407.51
3446,315.95
3447,271.57
3448,108.50
3449,83.77
3450,55.58
3451,26.43
3452,9.73
3453,0.00
3454,0.00
3455,0.00
3456,0.00
3457,0.00
3458,0.00
3459,0.00
3460,0.00
3461,0.00
3462,14.37
3463,57.96
3464,106.79
3465,127.36
3466,106.79
3467,119.34
3468,184.13
3469,405.04
3470,533.89
3471,527.21
3472,459.86
3473,327.69
3474,254.45
3475,155.48
3476,48.64
3477,0.00
3478,0.00
3479,0.00
3480,0.00
3481,0.00
3482,0.00
3483,0.00
3484,0.00
3485,0.00
3486,61.09
3487,209.17
3488,396.08
3489,575.09
3490,706.51
3491,813.20
3492,889.90
3493,949.87
3494,815.86
3495,431.22
3496,305.39
3497,182.43
3498,182.89
3499,119.30
3500,38.62
3501,0.00
3502,0.00
3503,0.00
3504,0.00
3505,0.00
3506,0.00
3507,0.00
3508,0.00
3509,0.00
3510,78.95
3511,227.82
3512,358.15
3513,519.31
3514,617.05
3515,754.62
3516,608.12
3517,598.47
3518,514.76
3519,503.65
3520,423.06
3521,317.14
3522,129.52
3523,107.05
3524,34.93
3525,0.00
3526,0.00
3527,0.00
3528,0.00
3529,0.00
3530,0.00
3531,0.00
3532,0.00
3533,0.00
3534,42.46
3535,147.85
3536,297.09
3537,393.27
3538,428.83
3539,465.24
3540,611.97
3541,452.52
3542,473.50
3543,495.66
3544,416.91
3545,339.96
3546,321.66
3547,203.87
3548,50.54
3549,0.00
3550,0.00
3551,0.00
3552,0.00
3553,0.00
3554,0.00
3555,0.00
3556,0.00
3557,0.00
3558,74.69
3559,219.37
3560,380.55
3561,466.90
3562,583.69
3563,671.98
3564,825.86
3565,839.46
3566,905.50
3567,783.33
3568,696.97
3569,543.10
3570,427.72
3571,265.70
3572,85.72
3573,0.00
3574,0.00
3575,0.00
3576,0.00
3577,0.00
3578,0.00
3579,0.00
3580,0.00
3581,0.00
3582,93.93
3583,279.06
3584,388.69
3585,593.03
3586,739.77
3587,753.07
3588,913.01
3589,844.18
3590,773.41
3591,700.37
3592,630.13
3593,582.83
3594,395.14
3595,241.52
3596,90.45
3597,0.00
3598,0.00
3599,0.00
3600,0.00
3601,0.00
3602,0.00
3603,0.00
3604,0.00
3605,0.00
3606,74.76
3607,159.07
3608,141.39
3609,261.18
3610,275.06
3611,390.19
3612,491.88
3613,498.38
3614,432.99
3615,357.56
3616,392.66
3617,358.74
3618,198.85
3619,99.52
3620,40.54
3621,0.00
3622,0.00
3623,0.00
3624,0.00
3625,0.00
3626,0.00
3627,0.00
3628,0.00
3629,0.00
3630,63.40
3631,172.72
3632,250.51
3633,427.53
3634,421.35
3635,434.43
3636,511.41
3637,620.53
3638,662.20
3639,687.19
3640,584.58
3641,403.78
3642,258.59
3643,158.47
3644,58.87
3645,0.00
3646,0.00
3647,0.00
3648,0.00
3649,0.00
3650,0.00
3651,0.00
3652,0.00
3653,0.00
3654,40.03
3655,107.00
3656,194.09
3657,270.50
3658,346.21
3659,385.01
3660,429.47
3661,305.53
3662,285.10
3663,250.89
3664,385.14
3665,334.27
3666,271.86
3667,164.95
3668,57.58
3669,0.00
3670,0.00
3671,0.00
3672,0.00
3673,0.00
3674,0.00
3675,0.00
3676,0.00
3677,0.00
3678,67.83
3679,169.15
3680,308.60
3681,471.33
3682,621.69
3683,749.74
3684,697.19
3685,669.28
3686,738.85
3687,718.02
3688,644.66
3689,506.93
3690,384.67
3691,228.41
3692,94.53
3693,0.00
3694,0.00
3695,0.00
3696,0.00
3697,0.00
3698,0.00
3699,0.00
3700,0.00
3701,0.00
3702,92.21
3703,271.86
3704,439.25
3705,583.96
3706,762.46
3707,800.19
3708,819.39
3709,892.12
3710,820.40
3711,839.70
3712,744.99
3713,566.65
3714,395.84
3715,226.38
3716,96.95
3717,0.00
3718,0.00
3719,0.00
3720,0.00
3721,0.00
3722,0.00
3723,0.00
3724,0.00
3725,0.00
3726,95.18
3727,261.11
3728,401.03
3729,616.60
3730,716.93
3731,834.61
3732,879.99
3733,955.47
3734,863.11
3735,800.75
3736,591.15
3737,582.33
3738,433.17
3739,266.69
3740,94.68
3741,0.00
3742,0.00
3743,0.00
3744,0.00
3745,0.00
3746,0.00
3747,0.00
3748,0.00
3749,0.00
3750,91.46
3751,213.49
3752,312.21
3753,420.42
3754,568.45
3755,647.66
3756,866.74
3757,793.11
3758,647.34
3759,518.00
3760,383.54
3761,263.69
3762,205.93
3763,114.81
3764,36.00
3765,0.00
3766,0.00
3767,0.00
3768,0.00
3769,0.00
3770,0.00
3771,0.00
3772,0.00
3773,0.00
3774,47.28
3775,129.65
3776,149.75
3777,176.38
3778,198.99
3779,244.09
3780,379.53
3781,389.84
3782,344.14
3783,403.58
3784,300.14
3785,267.82
3786,139.61
3787,83.45
3788,34.20
3789,0.00
3790,0.00
3791,0.00
3792,0.00
3793,0.00
3794,0.00
3795,0.00
3796,0.00
3797,0.00
3798,10.03
3799,77.35
3800,197.44
3801,384.25
3802,449.77
3803,554.87
3804,621.26
3805,632.21
3806,611.73
3807,682.71
3808,646.47
3809,518.01
3810,377.48
3811,192.78
3812,89.80
3813,0.00
3814,0.00
3815,0.00
3816,0.00
3817,0.00
3818,0.00
3819,0.00
3820,0.00
3821,0.00
3822,86.07
3823,213.86
3824,370.28
3825,477.78
3826,533.40
3827,724.38
3828,758.23
3829,905.21
3830,960.17
3831,756.92
3832,666.75
3833,579.36
3834,428.03
3835,256.89
3836,99.55
3837,0.00
3838,0.00
3839,0.00
3840,0.00
3841,0.00
3842,0.00
3843,0.00
3844,0.00
3845,0.00
3846,108.39
3847,249.61
3848,392.97
3849,565.91
3850,679.71
3851,806.12
3852,551.62
3853,580.98
3854,397.79
3855,316.00
3856,313.76
3857,286.76
3858,272.21
3859,172.85
3860,85.79
3861,0.00
3862,0.00
3863,0.00
3864,0.00
3865,0.00
3866,0.00
3867,0.00
3868,0.00
3869,0.00
3870,95.05
3871,262.63
3872,403.96
3873,598.62
3874,733.67
3875,804.86
3876,770.29
3877,786.30
3878,803.69
3879,773.96
3880,672.72
3881,564.08
3882,415.77
3883,250.34
3884,100.41
3885,0.00
3886,0.00
3887,0.00
3888,0.00
3889,0.00
3890,0.00
3891,0.00
3892,0.00
3893,0.00
3894,87.54
3895,217.87
3896,322.75
3897,490.45
3898,546.65
3899,627.43
3900,750.13
3901,704.11
3902,739.01
3903,683.58
3904,588.54
3905,641.06
3906,461.12
3907,271.22
3908,111.75
3909,0.00
3910,0.00
3911,0.00
3912,0.00
3913,0.00
3914,0.00
3915,0.00
3916,0.00
3917,0.00
3918,87.81
3919,231.39
3920,384.74
3921,563.54
3922,625.41
3923,702.49
3924,647.24
3925,747.61
3926,813.30
3927,797.95
3928,778.79
3929,653.97
3930,461.12
3931,294.46
3932,103.21
3933,0.00
3934,0.00
3935,0.00
3936,0.00
3937,0.00
3938,0.00
3939,0.00
3940,0.00
3941,0.00
3942,94.92
3943,242.53
3944,411.95
3945,588.44
3946,683.76
3947,792.26
3948,872.90
3949,795.04
3950,741.03
3951,691.43
3952,401.55
3953,310.43
3954,181.88
3955,71.19
3956,24.05
3957,0.00
3958,0.00
3959,0.00
3960,0.00
3961,0.00
3962,0.00
3963,0.00
3964,0.00
3965,0.00
3966,84.74
3967,215.90
3968,310.85
3969,407.20
3970,506.11
3971,519.74
3972,549.70
3973,566.70
3974,571.89
3975,535.65
3976,518.52
3977,398.83
3978,297.72
3979,177.27
3980,64.51
3981,0.00
3982,0.00
3983,0.00
3984,0.00
3985,0.00
3986,0.00
3987,0.00
3988,0.00
3989,0.00
3990,61.89
3991,149.87
3992,404.51
3993,513.28
3994,770.54
3995,872.95
3996,946.65
3997,1025.91
3998,976.23
3999,840.46
4000,817.46
4001,594.18
4002,454.35
4003,274.96
4004,111.89
4005,0.00
4006,0.00
4007,0.00
4008,0.00
4009,0.00
4010,0.00
4011,0.00
4012,0.00
4013,0.00
4014,107.02
4015,254.71
4016,390.23
4017,541.01
4018,646.72
4019,776.20
4020,741.14
4021,662.90
4022,846.16
4023,808.43
4024,703.04
4025,583.00
4026,411.87
4027,268.34
4028,115.80
4029,0.00
4030,0.00
4031,0.00
4032,0.00
4033,0.00
4034,0.00
4035,0.00
4036,0.00
4037,0.00
4038,48.33
4039,117.17
4040,187.18
4041,252.32
4042,252.00
4043,310.31
4044,314.92
4045,297.32
4046,278.15
4047,345.80
4048,384.91
4049,294.88
4050,212.54
4051,147.53
4052,53.98
4053,0.00
4054,0.00
4055,0.00
4056,0.00
4057,0.00
4058,0.00
4059,0.00
4060,0.00
4061,0.00
4062,74.12
4063,235.77
4064,399.21
4065,584.59
4066,681.80
4067,773.25
4068,820.57
4069,826.49
4070,653.89
4071,767.09
4072,670.30
4073,508.91
4074,323.16
4075,191.18
4076,95.39
4077,0.00
4078,0.00
4079,0.00
4080,0.00
4081,0.00
4082,0.00
4083,0.00
4084,0.00
4085,0.00
4086,96.90
4087,233.71
4088,360.59
4089,504.21
4090,574.09
4091,578.72
4092,461.51
4093,335.90
4094,322.48
4095,496.47
4096,332.13
4097,298.43
4098,192.75
4099,105.63
4100,47.03
4101,0.00
4102,0.00
4103,0.00
4104,0.00
4105,0.00
4106,0.00
4107,0.00
4108,0.00
4109,0.00
4110,29.20
4111,76.21
4112,148.12
4113,216.38
4114,302.80
4115,335.60
4116,316.58
4117,186.26
4118,166.59
4119,141.32
4120,145.60
4121,121.79
4122,80.24
4123,93.30
4124,34.52
4125,0.00
4126,0.00
4127,0.00
4128,0.00
